Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name_x,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k,Continent_code,Continent_name_y
Senegal,14.4974,-14.4524,5/15/20,2310,25,890,2020-05-15,AF,Africa,Senegal,2020-05-15,2.189,84,0.023,1,130.734,5.017,1.374,0.06,16743930.0,82.32799999999997,18.7,3.008,1.796,2470.58,241.219,2.42,0.4,16.6,0.7,AF,Africa
Serbia,44.0165,21.0059,5/15/20,10438,225,4301,2020-05-15,EU,Europe,Serbia,2020-05-15,10.374,79,0.22399999999999998,2,1524.558,11.61,32.919000000000004,0.294,6804596.0,80.291,41.2,17.366,1.726,14048.881,439.415,10.08,37.7,40.2,5.609,EU,Europe
Seychelles,-4.6796,55.492,5/15/20,11,0,10,2020-05-15,AF,Africa,Seychelles,2020-05-15,0.011000000000000001,0,0.0,0,111.857,0.0,0.0,0.0,98340.0,208.354,36.2,8.606,5.586,26382.287,242.648,10.55,7.1,35.7,3.6,AF,Africa
Singapore,1.2833,103.8333,5/15/20,26891,21,7248,2020-05-15,AS,Asia,Singapore,2020-05-15,26.098000000000003,752,0.021,0,4460.935,128.539,3.59,0.0,5850343.0,7915.731,42.4,12.922,7.049,85535.383,92.243,10.99,5.2,28.3,2.4,AS,Asia
Slovakia,48.669,19.699,5/15/20,1480,27,1131,2020-05-15,EU,Europe,Slovakia,2020-05-15,1.4769999999999999,8,0.027000000000000003,0,270.531,1.465,4.945,0.0,5459643.0,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,EU,Europe
Slovenia,46.1512,14.9955,5/15/20,1465,103,270,2020-05-15,EU,Europe,Slovenia,2020-05-15,1.464,1,0.10300000000000001,0,704.2080000000002,0.481,49.545,0.0,2078932.0,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25.0,4.5,EU,Europe
Somalia,5.1521,46.1996,5/15/20,1284,53,135,2020-05-15,AF,Africa,Somalia,2020-05-15,1.284,65,0.053,1,80.789,4.09,3.335,0.063,15893219.0,23.5,16.8,2.7310000000000003,1.496,661.24,365.769,6.05,1.9,24.7,0.9,AF,Africa
South Africa,-30.5595,22.9375,5/15/20,13524,247,6083,2020-05-15,AF,Africa,South Africa,2020-05-15,12.739,665,0.23800000000000002,19,214.791,11.213,4.013,0.32,59308690.0,46.754,27.3,5.3439999999999985,3.053,12294.876,200.38,5.52,8.1,33.2,2.32,AF,Africa
Sri Lanka,7.0,81.0,5/15/20,935,9,477,2020-05-15,AS,Asia,Sri Lanka,2020-05-15,0.925,10,0.009000000000000001,0,43.198,0.467,0.42,0.0,21413250.0,341.955,34.1,10.069,5.331,11669.077,197.093,10.68,0.3,27.0,3.6,AS,Asia
Sudan,12.8628,30.2176,5/15/20,1964,91,205,2020-05-15,AF,Africa,Sudan,2020-05-15,1.964,146,0.091,1,44.79,3.33,2.075,0.023,43849269.0,23.258000000000006,19.7,3.548,2.0340000000000003,4466.507000000001,431.388,15.67,1.9,24.7,0.8,AF,Africa
Suriname,3.9193,-56.0278,5/15/20,10,1,9,2020-05-15,SA,South America,Suriname,2020-05-15,0.01,0,0.001,0,17.046,0.0,1.705,0.0,586634.0,3.612,29.6,6.933,4.229,13767.119,258.314,12.54,7.4,42.9,3.1,SA,South America
Sweden,63.0,16.0,5/15/20,29207,3646,4971,2020-05-15,EU,Europe,Sweden,2020-05-15,28.581999999999997,673,3.529,69,2830.106,66.638,349.431,6.832000000000002,10099270.0,24.718000000000004,41.0,19.985,13.433,46949.283,133.982,4.79,18.8,18.9,2.22,EU,Europe
Switzerland,46.8182,8.2275,5/15/20,30514,1878,27100,2020-05-15,EU,Europe,Switzerland,2020-05-15,30.38,50,1.588,25,3510.265,5.777,183.486,2.889,8654618.0,214.243,43.1,18.436,12.644,57410.166,99.739,5.59,22.6,28.9,4.53,EU,Europe
Tanzania,-6.369,34.8888,5/15/20,509,21,183,2020-05-15,AF,Africa,Tanzania,2020-05-15,0.509,0,0.021,0,8.521,0.0,0.35200000000000004,0.0,59734213.0,64.699,17.7,3.108,1.874,2683.304,217.288,5.75,3.3,26.7,0.7,AF,Africa
Thailand,15.0,101.0,5/15/20,3025,56,2854,2020-05-15,AS,Asia,Thailand,2020-05-15,3.0180000000000002,1,0.055999999999999994,0,43.238,0.014,0.802,0.0,69799978.0,135.132,40.1,11.373,6.89,16277.671,109.861,7.04,1.9,38.8,2.1,AS,Asia
Togo,8.6195,0.8248,5/15/20,263,11,96,2020-05-15,AF,Africa,Togo,2020-05-15,0.23800000000000002,19,0.011000000000000001,0,28.748,2.295,1.329,0.0,8278737.0,143.366,19.4,2.839,1.525,1429.813,280.033,6.15,0.9,14.2,0.7,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,5/15/20,116,8,107,2020-05-15,,North America,Trinidad and Tobago,2020-05-15,0.11599999999999999,0,0.008,0,82.887,0.0,5.716,0.0,1399491.0,266.886,36.2,10.014,5.819,28763.071,228.467,10.97,1.9,24.7,3.0,,North America
Tunisia,34.0,9.0,5/15/20,1035,45,802,2020-05-15,AF,Africa,Tunisia,2020-05-15,1.032,0,0.045,0,87.32,0.0,3.808,0.0,11818618.0,74.22800000000002,32.7,8.001,5.075,10849.297,318.991,8.52,1.1,65.8,2.3,AF,Africa
Turkey,38.9637,35.2433,5/15/20,146457,4055,106133,2020-05-15,AS,Asia,Turkey,2020-05-15,144.749,1635,4.007,55,1716.275,19.386,47.511,0.652,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,171.285,12.13,14.1,41.1,2.81,AS,Asia
Uganda,1.0,32.0,5/15/20,203,0,63,2020-05-15,AF,Africa,Uganda,2020-05-15,0.16,21,0.0,0,3.498,0.459,0.0,0.0,45741000.0,213.759,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,0.5,AF,Africa
Ukraine,48.3794,31.1656,5/15/20,17330,476,4473,2020-05-15,EU,Europe,Ukraine,2020-05-15,16.847,422,0.456,17,385.217,9.649,10.427,0.389,43733759.0,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,8.8,EU,Europe
United Arab Emirates,24.0,54.0,5/15/20,21831,210,7328,2020-05-15,AS,Asia,United Arab Emirates,2020-05-15,21.084,698,0.20800000000000002,2,2131.764,70.57300000000002,21.03,0.202,9890400.0,112.442,34.0,1.144,0.526,67293.483,317.84,17.26,1.2,37.4,1.2,AS,Asia
United Kingdom,32.3078,-64.7505,5/15/20,122,9,66,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,19.3133,-81.2546,5/15/20,94,1,55,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,49.3723,-2.3644,5/15/20,549,43,457,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,36.1408,-5.3536,5/15/20,147,0,144,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,54.2361,-4.5481,5/15/20,334,24,285,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,16.7425,-62.1874,5/15/20,11,1,8,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,5/15/20,236711,33998,0,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,18.2206,-63.0686,5/15/20,3,0,3,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,18.4207,-64.64,5/15/20,8,1,6,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,21.69400000000001,-71.7979,5/15/20,12,1,10,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,-51.7963,-59.5236,5/15/20,13,0,13,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.15099999999998,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.898,40.8,18.517,12.527,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Uruguay,-32.5228,-55.7658,5/15/20,732,19,553,2020-05-15,SA,South America,Uruguay,2020-05-15,0.7240000000000001,5,0.019,0,208.422,1.439,5.47,0.0,3473727.0,19.751,35.6,14.655,10.361,20551.409,160.708,6.93,14.0,19.9,2.8,SA,South America
Uzbekistan,41.3775,64.5853,5/15/20,2686,11,2158,2020-05-15,AS,Asia,Uzbekistan,2020-05-15,2.645,33,0.011000000000000001,0,79.028,0.986,0.329,0.0,33469199.0,76.134,28.2,4.4689999999999985,2.873,6253.104,724.4169999999998,7.57,1.3,24.7,4.0,AS,Asia
Venezuela,6.4238,-66.5897,5/15/20,459,10,229,2020-05-15,SA,South America,Venezuela,2020-05-15,0.455,15,0.01,0,16.000999999999998,0.528,0.35200000000000004,0.0,28435943.0,36.253,29.0,6.614,3.915,16745.022,204.85,6.47,1.9,24.7,0.8,SA,South America
Vietnam,16.0,108.0,5/15/20,314,0,260,2020-05-15,AS,Asia,Vietnam,2020-05-15,0.312,24,0.0,0,3.205,0.247,0.0,0.0,97338583.0,308.127,32.6,7.15,4.718,6171.884,245.465,6.0,1.0,45.9,2.6,AS,Asia
Zambia,-15.4167,28.2833,5/15/20,654,7,124,2020-05-15,AF,Africa,Zambia,2020-05-15,0.654,208,0.006999999999999999,0,35.574,11.314,0.381,0.0,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.251,234.499,3.94,3.1,24.7,2.0,AF,Africa
Zimbabwe,-20.0,30.0,5/15/20,42,4,13,2020-05-15,AF,Africa,Zimbabwe,2020-05-15,0.037000000000000005,0,0.004,0,2.489,0.0,0.269,0.0,14862927.0,42.729,19.6,2.822,1.882,1899.775,307.846,1.82,1.6,30.7,1.7,AF,Africa
Dominica,15.415,-61.371,5/15/20,16,0,15,2020-05-15,,North America,Dominica,2020-05-15,0.016,0,0.0,0,222.25,0.0,0.0,0.0,71991.0,98.567,32.4,6.933,1.726,9673.367,227.376,11.62,1.9,24.7,3.8,,North America
Grenada,12.1165,-61.678999999999995,5/15/20,22,0,14,2020-05-15,,North America,Grenada,2020-05-15,0.021,0,0.0,0,186.635,0.0,0.0,0.0,112519.0,317.132,29.4,7.3039999999999985,5.021,13593.877,243.96400000000003,10.71,1.9,24.7,3.7,,North America
Mozambique,-18.665695,35.529562,5/15/20,119,0,0,2020-05-15,AF,Africa,Mozambique,2020-05-15,0.115,8,0.0,0,3.679,0.256,0.0,0.0,31255435.0,37.728,17.7,3.158,1.87,1136.103,329.94199999999995,3.3,5.1,29.1,0.7,AF,Africa
Syria,34.802075,38.99681500000001,5/15/20,50,3,0,2020-05-15,AS,Asia,Syria,2020-05-15,0.048,0,0.003,0,2.7430000000000003,0.0,0.171,0.0,17500657.0,0.13699999999999998,21.7,6.933,2.577,661.24,376.264,2.42,1.9,24.7,1.5,AS,Asia
Belize,13.1939,-59.5432,5/15/20,18,2,16,2020-05-15,,North America,Belize,2020-05-15,0.018000000000000002,0,0.002,0,45.269,0.0,5.03,0.0,397621.0,16.426,25.0,3.853,2.279,7824.361999999999,176.957,17.11,1.9,24.7,1.3,,North America
Laos,19.856270000000002,102.495496,5/15/20,19,0,14,2020-05-15,AS,Asia,Laos,2020-05-15,0.019,0,0.0,0,2.611,0.0,0.0,0.0,7275556.0,29.715,24.4,4.029,2.322,6397.36,368.111,4.0,7.3,51.2,1.5,AS,Asia
Libya,26.3351,17.228331,5/15/20,64,3,28,2020-05-15,AF,Africa,Libya,2020-05-15,0.064,0,0.003,0,9.314,0.0,0.4370000000000001,0.0,6871287.0,3.623,29.0,4.424,2.8160000000000003,17881.509,341.862,10.43,1.9,24.7,3.7,AF,Africa
Palestine,31.9522,35.2332,5/15/20,375,2,315,2020-05-15,AS,Asia,Palestine,2020-05-15,0.5479999999999999,0,0.004,0,107.421,0.0,0.784,0.0,5101416.0,778.202,20.4,3.043,1.726,4449.898,265.91,10.59,1.9,24.7,0.7,AS,Asia
Guinea-Bissau,11.8037,-15.1804,5/15/20,913,3,26,2020-05-15,AF,Africa,Guinea-Bissau,2020-05-15,0.9129999999999999,93,0.003,0,463.923,47.256,1.524,0.0,1967998.0,66.191,19.4,3.002,1.565,1548.675,382.474,2.42,1.9,24.7,0.7,AF,Africa
Mali,17.570692,-3.996166000000001,5/15/20,806,46,455,2020-05-15,AF,Africa,Mali,2020-05-15,0.779,21,0.046,2,38.468,1.037,2.272,0.099,20250834.0,15.196,16.4,2.519,1.486,2014.306,268.024,2.42,1.6,23.0,0.1,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,5/15/20,15,0,14,2020-05-15,,North America,Saint Kitts and Nevis,2020-05-15,0.015,0,0.0,0,281.997,0.0,0.0,0.0,53192.0,212.865,32.4,6.933,1.726,24654.385,79.37,12.84,1.9,24.7,2.3,,North America
Kosovo,42.602636,20.902977,5/15/20,944,29,690,2020-05-15,EU,Europe,Kosovo,2020-05-15,0.9440000000000001,25,0.028999999999999998,0,488.417,12.935,15.004,0.0,809.0,0.13699999999999998,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,SA,South America
Myanmar,21.9162,95.956,5/15/20,182,6,89,2020-05-15,AS,Asia,Myanmar,2020-05-15,0.18100000000000002,0,0.006,0,3.327,0.0,0.11,0.0,54409794.0,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,0.9,AS,Asia
Botswana,-22.3285,24.6849,5/15/20,24,1,17,2020-05-15,AF,Africa,Botswana,2020-05-15,0.024,0,0.001,0,10.206,0.0,0.425,0.0,2351625.0,4.044,25.8,3.941,2.242,15807.374,237.372,4.81,5.7,34.4,1.8,AF,Africa
Burundi,-3.3731,29.9189,5/15/20,15,1,7,2020-05-15,AF,Africa,Burundi,2020-05-15,0.027000000000000003,0,0.001,0,2.271,0.0,0.084,0.0,11890781.0,423.062,17.5,2.562,1.504,702.225,293.068,6.05,1.9,24.7,0.8,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,5/15/20,447,27,97,2020-05-15,AF,Africa,Sierra Leone,2020-05-15,0.408,21,0.026000000000000002,5,51.147,2.633,3.259,0.627,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,325.721,2.42,8.8,41.3,0.7,AF,Africa
Malawi,-13.254307999999998,34.301525,5/15/20,63,3,24,2020-05-15,AF,Africa,Malawi,2020-05-15,0.063,0,0.003,0,3.293,0.0,0.157,0.0,19129955.0,197.519,18.1,2.979,1.783,1095.042,227.349,3.94,4.4,24.7,1.3,AF,Africa
South Sudan,6.8770000000000024,31.307,5/15/20,236,4,4,2020-05-15,AF,Africa,South Sudan,2020-05-15,0.231,28,0.001,1,20.637,2.501,0.08900000000000001,0.08900000000000001,11193729.0,0.13699999999999998,19.2,3.4410000000000003,2.032,1569.888,280.775,10.43,1.9,24.7,0.7,AF,Africa
Western Sahara,24.2155,-12.8858,5/15/20,6,0,6,2020-05-15,AS,Asia,Western Sahara,2020-05-15,0.006,0,0.0,0,10.045,0.0,0.0,0.0,597330.0,0.13699999999999998,28.4,6.933,1.38,661.24,79.37,2.42,1.9,24.7,0.7,AF,Africa
Sao Tome and Principe,0.18636,6.613081,5/15/20,235,7,4,2020-05-15,AF,Africa,Sao Tome and Principe,2020-05-15,0.235,0,0.006999999999999999,0,1072.271,0.0,31.94,0.0,219161.0,212.841,18.7,2.886,2.162,3052.7140000000004,270.113,2.42,1.9,24.7,2.9,AF,Africa
Yemen,15.552726999999999,48.516388,5/15/20,106,15,1,2020-05-15,AS,Asia,Yemen,2020-05-15,0.087,17,0.013000000000000001,1,2.917,0.57,0.436,0.034,29825968.0,53.508,20.3,2.922,1.5830000000000002,1479.1470000000004,495.003,5.35,7.6,29.2,0.7,AS,Asia
Comoros,-11.6455,43.3333,5/15/20,11,1,3,2020-05-15,AF,Africa,Comoros,2020-05-15,0.017,0,0.001,0,19.549,0.0,1.15,0.0,869595.0,437.352,20.4,2.963,1.726,1413.89,261.516,11.88,4.4,23.6,2.2,AF,Africa
Tajikistan,38.861034000000004,71.276093,5/15/20,1118,33,0,2020-05-15,AS,Asia,Tajikistan,2020-05-15,0.907,106,0.028999999999999998,6,95.097,11.114,3.0410000000000004,0.629,9537642.0,64.281,23.3,3.466,2.155,2896.913,427.698,7.11,1.9,24.7,4.8,AS,Asia
Lesotho,-29.609988,28.233608,5/15/20,1,0,0,2020-05-15,AF,Africa,Lesotho,2020-05-15,0.001,1,0.0,0,0.467,0.467,0.0,0.0,2142252.0,73.562,22.2,4.506,2.647,2851.153,405.126,3.94,0.4,53.9,0.7,AF,Africa
